id,zh,en
8090,虽然白内障并不会真正造成视力的完全丧失，却能恶化到使你成为法定意义上的盲人。（法定意义上的目盲是指你无法在6米远的距离内看清视力表上的大号字母。,"Though cataracts don't really cause a total loss of vision, they can worsen to the point of making you legally blind (you've legally blind if you can't read the big letters on a vision chart from a distance of twenty feet)."
8090,）这种障翳可以被摘除，同时植入一种人工合成晶体就能解决这一问题。,They can be removed and a synthetic lens implanted to correct the problem.
8091,"做出反应的白细胞紧贴着巨噬细胞以获取更多关于入侵细菌的信息,并生成一种特殊的防御机制——把T细胞和B细胞召集到被感染区。",Responding white cells attach to the macrophage so they can learn more about the incaders and develop specialized defense mechanisms—in the form of calling T cells and B cells to the area.
8091,T细胞直接杀死入侵细菌或者帮助调整免疫系统的反应。,The T cells directly kill the invader or help coordinate the immuse system response.
8091,B细胞制造抗体像子弹一样摧毁入侵细菌。,The B cells create antibodies that act like bullets to destroy the invaders.
8091,当他们完成任务，多余的白细胞将会杀死它们自己 (细胞自杀机制），以使它们不会误杀我们自身健康的细胞，造成自体免疫疾病。,"When done, the excess white blood cells kill themselves (apoptosis) so that they won't kill our own healthy cells by mistake and cause an autoimmune disease."
8092,半俯卧撑非常重要，要熟练掌握。,The half pushup is an important exercise to master properly.
8092,很多人做俯卧撑的方法都不正确——撅屁股或者塌腰，这是因为他们的腰部肌肉和脊椎肌肉不发达。,"You see a lot of guys doing pushups incorrectly, with their butt moving up as they bend at the hips.They do this because their waist and spinal muscles are weak."
8092,这个动作可以锻炼你的腰部肌肉和脊椎肌肉，从而能够锁定臀部，使身体成一条直线。,This exercise trains the waist and spine to keep the hips locked and aligned.
8093,常见的瓣膜问题是二尖脱垂。,"The most common valve problem is matral valve prolapse (the name ""mitral"", by the way, comes from miter, the two-leaved hat worn by popes), in which the valve between the left atrium and left ventricle doesn't slam closed fully, just like in Figure"
8093,"补充一句，“二尖瓣”这个词源自“主教冠”,它是主教戴的帽子，有两个尖。",2.
8093,如图2.3所示，位于左心房和左心室之间的瓣膜不能正常闭合。,3.
8094,棒球击球手能用他们的眼睛盯住球吗？,Can baseball batters keep their eye on the ball?
8094,或者，更关键的问题是，他们的眼睛能跟 上球直到球到达球棒的接触点吗？,"Or, more to the point, can they follow the ball with their eyes to the point of its contact with the bat?"
8094,Robert Watts (罗伯特•瓦特）和Terry Bahill (特里•拜希尔）尝试着解决这个问题。,Robert Watts and Terry Bahill set out to find out.
8094,他们在实验室里，采用测量眼动的装备，模拟球场环境（一个串在鱼线上的白色塑料球，用滑轮驱动）对击球手进行测量。,"In the laboratory, they rigged batters with devices that measured eye movements as they swung at a simulated pitch (a white plastic ball threaded on a fishing line and propelled by a pulley)."
8094,他们有大量有趣的发现。,They had a number of interesting findings.
8094,首先是，专业的球员可以在他的视野范围内视觉追踪到角速度达到130rad/s的球。,"First, a professional player was able to visually track the ball at an angular velocity in his vision up to 130 degrees per second."
8094,如前所述，这样的速度已经远远超过了非运动员。,"As noted previously, that’s a lot faster than has been described in non-athletes."
8094,这说明，专业球员对飞向本垒的球有相当惊人的视觉追踪能力。,"It would seem, at least based on this one subject, that the professional ball player has rather an astounding ability to visually track a pitched baseball as it nears the plate."
8094,运动员可以在本垒5.5ft之内接到球。,"That athlete could follow the ball to within 5.5 feet of home plate, but not after."
8095,重量训练与暴饮暴食紧密相连。,Weight-training and the psychology of overeating go hand in hand.
8095,专业的举重运动员都认为，如果在锻炼前吃得多一点儿，举得就会好一点儿，肌肉就能多长一点儿。,"Before a hard session, an athlete convinces himself that if he eats more, he’ll lift better and put on beef."
8095,锻炼之后，运动员的体力被人为地耗尽，他们吃得也自然多一点儿。,"After a hard session, an athlete is artificially depleted and his appetite increases accordingly."
8096,它如何决定要做哪个，单位时间内更快还是更长。,How does it decide which to do?More strides or longer strides per time?
8096,乍一看，似乎可以假设它能在体能限制内利用任意一种机制来调整比赛速度。,"At first glance, it would seem hypothetically possible, at least within physical constraints, to utilize either mechanism to adjust race velocity."
8096,但是，正如下一节所示，这是不正确的。,"But, as the next section shows, that isn’t true."
8097,屈臂撑锻炼的肌肉与俯卧撑类似，因此我将其归为俯卧撑的变式。,"To give a couple of examples, dips work similar muscles to pushups, and are therefore seen as a variant."
8097,以前，倒立臂屈伸与倒立撑是相关联的练习动作，因此我将其归为倒立撑的变式。,"Tiger bends are a famous old-time exercise related to handstand pushups, and are seen as a variant."
8097,深蹲跳与跳箱子都属于爆发力式深蹲，因而我将其归为深蹲的变式。,"Jumping squats and box jumps are explosive versions of squats, and are considered to bevariants."
8098,通过实习，可以完全达到无意识、快速和精确地进行标记的程度。,"With practice, landmarking can be completed unconsciously, very rapidly and accurately."
8098,放弃、再定位和核查是一种机械的动作，确保皮肤表面记号没有偏离骨骼的骨性标志。,"The releasing, relocating and checking is automatic assuring the surface of the skin does not distort the location of the landmark."
8098,在定标过程中，都要使用双手。,Both hands are used in the process.
8098,在标定某些不典型人群时，我们概括了一些细微的差别。,We have included some nuances in how to locate landmarks on atypical subjects.
8099,标准倒立撑是标准的“囚徒”倒立撑，它可以强化肩部、肱三头肌、肘部、斜方肌、胸肌及双手——其实整个上半身的力量都会得到发展。,"The handstand pushup is the full Convict Conditioning handstand pushup, which develops and strengthens the shoulders, triceps, elbows, trapezius, pectorals and hands—in fact it has a power-building effect on the entire upper body."
8099,很多训练者都认为，倒立撑应该是“自由”的，即离开墙做。,"A lot of athletes feel the handstand pushup should be free—that is, clear of the wall."
8099,但这对平衡能力的要求极高。,But this is a test of balance as much as strength.
8099,所有老派倒立练习者都相信，要想拥有超凡的平衡能力，首先应该培养力量。,"All the old school hand-balancers believed that if you want balance, you should build strength first."
8100,标准深蹲是经典的自身体重练习动作。数千年来该动作始终流行于世，是有一定原因的。,"Full squats are the classic bodyweight leg exercise, used productively the world over for many thousands of years."
8100,标准深蹲能够强化膝关节，并增强大腿肌肉、臀部肌肉、脊椎肌肉和髋部肌肉的力量和运动能力。,"And not without reason; full squats strengthen the knees, and add power and athleticism to every muscle in the thighs, as well as the glutes, spinal muscles and hips."
8100,另外，这个动作也能使小腿部的胫骨前肌、脚踝，甚至包括脚掌得到相应的锻炼。,"The entire lower leg is conditioned, including the calves, anterior tibialis (shin muscles), ankles and even the soles of the feet."
8100,标准深蹲有助于让双腿保持年轻活力。,Full squats help legs retain their youthful vigor.
8101,标准引体向上是锻炼上背部与肱二头肌的经典练习。,The  full pullup is the classic muscle and power exercise for the upper back and biceps.
8101,掌握这个动作后，你将具有出众的行动能力与运动力量。,The master of this exercise will possess superior functional mobility and athletic strength.
8101,人类天生就善于把自己拉起来，一个男人要是连引体向上都做不了，那就称不上真的强壮。,The human body evolved to pull itself up well—a man who cannot do pullups cannot be considered to be truly strong.
8102,病毒需要借助你的身体逬行复制。,
8102,一种病毒通过侵入你的细胞并劫持你的细胞来起作用——基本上通过截取遗传密码。,A virus works by invading one of your cells and hijacking it —essentially taking over its genetic code.
8102,当病毒利用好细胞的自身复制工具时，它就像去了速递公司那里做了几万份的拷贝，然后通过你的血液全部传输出去。,"When the virus uses the good cell's replication machinery, it's like the virus had gone to kinko's and made millions of copies to send all throughout your bloodstream."
8103,勃起功能障碍像皱纹一样，伴随着衰老而生。,"Erectile dysfunction, like wrinkles and parfaking in early-bird dinner specials, increases as you age."
8103,它影响了5%的40-50岁的男性和高达25%的65岁男性。,"It affects 5 percent of men in their forties, up to 25 percent of men by the age of sixty-five, and over 50 percent of men who have reached eighty."
8103,80岁的男性半数有勃起问题，但这不说明你一定也会有同样的烦恼——特别是只要你能遵守本书第2章中提出的动脉健康行为准则，就会避免勃起问题。,"And while half of men experience some kind of erectile problem between the ages of forty and seventy, it doesn't mean you have to be one of them, even after eighty—especially if you follow our guidelines for optimum arterial health in Chapter 2."
8103,事实上，超过60%的70岁以上的男性都声称，自己的性健康状况良好。,"In fact, more than 60 percent of men in their seventies report that they're swinging the clubs just fine."
8104,还有一个脑部锻炼途径是人人都喜欢的——度假。,Here's one of our favorite ways to stretch your mind: vacations.
8104,度假对缓解压力和提高性生活质量都有很大帮助，而且度假还有助于提高认知能力。,"Sure, vacations are great for both your stress levels and your sex life.But they can also help improve your cognitive skills."
8104,是怎样提高的？,How?
8104,通过阅读地图。,Maps.
8104,当我们驾车、步行，或研究一座陌生城市的地铁系统时，就需要同时用到人脑的许多不同部分。,"When you're driving, walking, or studying the subway system of a new city, you're using many different parts of your brain at once."
8104,我们用空间想象能力读地图，然后再把获得的信息转换为语言符号，传达给驾车人。,"You're using visual-spatial skills to read a map, and then you need to translate it into verbal code to whoever s driving."
8105,客观性（测试者间信度）可以藉由以一位以上的测试者来收集资料而建立。,The degree of objectivity (intertester reliability) can be established by having more than one tester gather data.
8105,将此分数以组内相关方法分析，可以取得测试者间信度系数 。,Then the scores are analyzed with intraclass correlation techniques to obtain an intertester reliability coefficient.
8105,在一次分析中就可以评估许多不同来源变异量，这些变异量可以是来自测试者、测试、不同日期、参与者、以及误差所造成的变异量( 这些计算的讨论参见Safrit，1976)。,"It is possible to assess a number of sources of variance in one analysis, such as variance caused by testers, trials, days, participants, and error (for a discussion of the calculations involved, see Safrit, 1976)."
8106,附录中的表2显示了常态曲线的常态分布单位（z）。,Table 2 in the appendix shows a unit normal distribution (z) for a normal curve.
8106,字段z代表了平均数的位置。,The column z shows the location of the mean.
8106,当平均数在数据分布的正中间时，它的z等于.00；因此，.50 (50%）的分布高于平均数（在平均数右方），剩下.50 ( 50% )的分布则是余数(平均数左边）。,"When the mean is in the center of the distribution, its z is equal to .00; thus, .50 (50%) of the distribution is beyond (to the right of) the mean, leaving .50 (50%) of the distribution as a remainder (to the left of the mean)."
8106,当数据分布的平均值往常态曲线的右侧移动时（例如移到z为+ ls )，.8413 ( 84%)的分布在平均数左侧(余数），.1587则在平均数右侧（大于平均数）。,"As the mean of the distribution moves to the right in a normal curve (say, to a z of +ls), .8413 (84%) of the distribution is to the left of the mean (remainder) and .1587 is to the right of (beyond) the mean."
8106,这个表格能让你计算平均数加上任何标准偏差后，所包含的常态分布百分比。,This table allows you to determine the percentage of the normal distribution included by the mean plus any fraction of a standard deviation.
8107,有时候，研究生或教职员无意中也可能牵连抄袭。,"On occasion, a graduate student or faculty member can inadvertently be involved in plagiarism."
8107,这种情况通常发生在合著的研究。,This situation generally occurs on work that is coauthored.
8107,如果其中一位作者抄袭他人资料，其他作者也须承担同样罚责，即使他或她并不知道有抄袭。,"If one author plagiarizes material, the other could be equally punished even though he or she is unaware of the plagiarism."
8108,说“太胖的人不适合运动”就和说“太瘦的人不适合吃饭”一样没道理。,Saying you're too overweight to exercise is like saying you're too skinny to eat.
8108,我们的身体就像需要食物一样需要运动。,Your body needs exercise just the way your body needs food.
8108,不论你的体重多么超重，都可以做运动减肥，强筋健骨，给承担体重的关节减负。,"No matter how overweight you are, you can do something to start the process of losing fat, strengthening your bones, and relieving your joints of the load that they're carrying."
8109,费尔斯（Fels)法基于与TW法相同的20块骨骼并加上豌豆骨和内收肌籽骨。,The Fels method is based on the same 20 bones as the TW method plus the pisiform and adductor sesamoid.
8109,作者对每一块骨骼的成熟指标和特殊标准加以定义。,The authors defined their own maturity indicators and specific criteria for each.
8109,它是依据手和腕部一系列骨骼 形态变化以及长骨骼线性测量数据之间的比值建立的。,They are based on a variety of shape changes and several ratios between linear measurements of the long bones of the hand and wrist.
8109,通过与附有文字描述的标准X线片对照，对每块骨骼的标志进行定级。,Grades are assigned to the indicators for each bone by matching the film being assessed to the described criteria.
8109,评定的等级与比值输入计算机，计算出骨龄和标准误（SE)。,The assigned grades and ratios are then entered into a microcom puter which calculates an SA and an SE.
8110,在结束这个话题之前，我们应该把这点也加上去，即除了出生日期，出生地似乎也很重要。,"Before leaving this point, it should be added that in addition to birth date, location of birth also seems to be important."
8110,如果你想成为一个明星运动员，那你需要在Austin (奥斯汀）长大，而不是在纽约或者Miller’s Comers (米勒斯•康勒斯）。,"If you want to be a star athlete, grow up in Austin, not New York City or Miller’s Corners."
8110,好吧，这是有一点夸张的成分，但是关键点是，研究显示了一个不成比例的专业运动员的数量，他们都出生在 拥有少于500000而多于10000人口的城市。,"Well, that’s a bit of hyperbole, but the point is that studies indicate a disproportionate number of professional athletes grow up in cities with populations less than 500,000 but greater than 10,000."
8111,如果你还达不到该练习的初级标准，那就试着使用比篮球高的物体，椅子或矮咖啡桌都是不错的选择。,"If you can’t reach the beginner standard of this exercise, continue your unilateral training but try pressing off an object higher than the basketball.A chair seat or a low coffee table could be good choices."
8111,相比于使用篮球，这些物体可以在更大的运动范围内为你的手臂提供支撑。,This will free your arms to provide more support over a longer range of motion than is possible when you use a basketball.
8111,一旦你借助更高物体能完成该动作，就可以换用矮一些的物体，就这样循序渐进地练习，直到你准备好再次尝试用篮球做该动作。,"Once you master the exercise with a higher object, work with progressively smaller objects until you are ready to try the basketball again."
8112,垂直引体是动作非常轻微的引体向上动作。,Vertical pulls are a very gentle exercise.
8112,对那些背部和手臂力量正处于恢复阶段的训练者来说，这是非常理想的练习。此外，这个动作对肩部、肱二头肌或肘部受过伤的训练者而言更适合，因为它可以增加血液流动，并让他们的身体找回“拉力”的感觉。,"They are ideal for athletes rebuilding their back and arm strength, particularly following on from a shoulder, biceps or elbow injury.They increase blood flow and re-train the pulling “groove”."
8112,对初学者来说，这也是上好的练习。,This is also an excellent exercise for any beginner.
8112,由于该动作强度较小，可以使初尝拉力训练的人，在进入难度更大的动作之前真切地感受肩部和上背部肌肉的“发力” 。,"Its low intensity allows athletes new to pulling to really feel the muscles at work in the shoulders and upper back, before things get too heavy."
8113,自从能够正确追踪有生物学活性激素的较 新的第三代LH检测法得到应用以来，人们发现在青春发育期的所有阶段都有促黄体生成激素的脉冲释放。,"Pulsatile release of luteinizing horm one (LH) is found at all stages of pubertal development, especially since the newer, third generation LH assays that faithfully track biologically active horm one have been used."
8113,应用这些测定技术，真正的脉冲性LH(和FSH)的释放能够在青春期前(阶段I)和青春期早期的儿童中测试到。,With these assays truly pulsatile LH (and FSH) release can be detected in prepubertal (stage I) as well as early pubertal children.
8113,这样，可以将激素分泌正常与患永久性低促性腺激素性腺机能低下症的儿童加以区别。,
8113,,Such secretion could be distinguished from that in children with permanent hypogonadotrophic hypogonadism.
8114,使用0.15-0.3 mg的小剂量共轭雌激素的替代疗法应该尽可能延后进行，因为即使小剂量的雌激素也有可能加速骨骼的发育。,Low dose replacement therapy with 0 .15 —0.3 mg of conjugated oestrogens should be delayed as long as possible since even small doses of oestrogen may rapidly accelerate skeletal development.
8114,在 6~12个月后，在每月的12~25天添加醋酸甲孕酮（5~10 mg)来引导月经周期。,After 6—12 months medroxyprogesterone acetate ( 5 - 1 0 mg) is added on days 1 2 —25 of the month to induce menstrual cycles.
8114,随后，在每月的1~25天雌激素的剂量增加到 0.6~1.25mg。,"Subsequently, the oestrogen dose is increased to 0.6—1.2 5 m gon days 1 —25 of the month."
8115,作为进化树顶端的优势之一，动物逐渐表现出更髙级的大脑结构，特别是大脑皮层。,"As one examines ascendancy of the evolutionary tree, animals progressively exhibit extensive development of higher brain structures, particularly the cerebral cortex."
8115,因此，可以预测，大脑内更高的控制点将作为CPGs发挥作用。,"It might be expected, then, that higher controlling sites within the brain would begin to play a role as CPGs."
8115,猴子和其他非人类灵长类动物在这一点上提供了一些信息。,Monkeys and other nonhuman primates provide some information on this point.
8116,大腿中点（mid-thigh)。,Mid-thigh.
8116,可以用几种方法来定位大腿中点。,There are several methods for locating the mid-thigh.
8116,一种是在受试者取坐位时，取从腹股沟线到髌骨前缘之间距离的一半。,One is to use half the measured distance in a seated subject from the inguinal line at mid-thigh to the anterior margin of the patella.
8116,这是与测量大腿中点皮褶的估计技术是一致的。,This is consistent with the technique for estimating the site for obtaining mid-thigh skinfolds.
8116,对于围度测量，我们喜欢采用受试者在站立时，从大转子最高点 (前面提到的）起到胫骨茎突最远端之间的测量距离的一半来确定大腿的中点。,For girth measurement we prefer defining the mid-thigh as half the measured distance from the previously located trochanerion to the tibiale laterale when the subject stands erect.
8117,单臂半俯卧撑是俯卧撑系列的第八式。,Half one-arm pushups are Step 8 of the pushup series of movements.
8117,通过这个练习，训练者可以逐步从双侧练习转为单侧练习。,"With this technique, the athlete finally moves from bilateral (two-sided) exercises to unilateral (one-sided) work."
8117,该动作可以提高你的平衡能力，而这对做单臂俯卧撑极其重要。,This is an important stage in the series.Working on half one-arm pushups will teach the athlete the balance and positioning necessary to master full one-arm pushups.
8118,在引体向上系列中，这是第一个用单臂拉起全部体重的动作。,This is the first step in the series where the student pulls his total bodyweight with one hand.
8118,该动作可以帮助训练者高平衡能力，熟悉标准单臂引体向上所要求的发力方法。单臂半引体向上还会发展肱二头肌和背部的力量，练就粗壮的手臂。,"As well as teaching the balance and technical groove required for full one-arm pullups, 1/2 one-arm pullup develops huge biceps and back power and builds big arms."
8118,但由于运动幅度只有一半，所以练习该动作之后，你需要补充一些完整幅度的动作，比如偏重引体向上或窄距引体向上。,"It doesn’t train the muscles in the stretched position though, so add a full-range motion such as uneven pullups or close pullups afterwards."
8119,单臂倒立撑是锻炼肩部和手臂的终极动作。,The  one-arm handstand pushup is the ultimate shoulder and arm exercise.
8119,忘掉卧推吧——它只能给你带来伤痛和不幸。,Forget bench presses—all they cause is injury and grief.
8119,谨慎练习整个倒立撑系列，直至掌握最终式，你的力量会比你碰到的所有练卧推的都大——这里说的是纯粹、有用、能把人抓起来扔出去的力量。,"Work your way carefully through the handstand pushup series right up to this Master Step and you will be stronger—in terms of pure, functional, pick someone up and throw them power—than any bench presser you meet."
8120,姿势正确的单臂俯卧撑是检验胸部与肘部力量的黄金标准，而且能够让人一见难忘。,"The one-arm pushup when performed with pure form, is the gold standard of chest and elbow power, and it’s an impressive sight to see."
8120,许多健身者都声称自己能做单臂俯卧撑，但你千万不要被他们蒙骗。,"Many athletes claim to be able to do this exercise without any problems, but don’t be fooled."
8120,当你让他们动真格的时候，你就会发现，他们所谓的单臂俯卧撑就是个笑话：双腿朝两边分开，上身丑陋地扭曲——这是为了更容易做动作，然后他们会用摇摇摆摆、虚弱无力的胳膊猛地将自己推起，而且他们只能完成少数几次反复。,"When you ask them to put their money where their mouth is, their pushups are a joke—they splay out their legs, twist their torsos into ugly shapes to make the exercise easier, and violently strain for shallow reps on wobbly, weak arms."
8121,不靠“蹬腿”的完整幅度的单臂引体向上，可能是最伟大的背部与手臂练习，它可以赋予你强悍的力量与块头。,"One-arm pullups, performed deeply and without “kipping” are the greatest back and arm exercise possible.They confer mighty strength and size."
8121,掌握单臂引体向上后，你的背阔肌就会像一对翅膀一般，上背部也会发展出如蟒蛇盘绕交错般的肌肉。,The master of this exercise will earn lats that look like wings and his upper back will be sprouting muscles like coiled pythons.
8121,此外，你的抓握力、上臂及前臂力量会比健身房里的那些寻常鼠辈不知强多少倍——你很可能在摔跤比赛中把那些所谓健美人士的手臂扯下来。,"Plus, he’ll own a grip, arms and forearms vastly more powerful than the average gym rat—in fact he could probably rip a bodybuilder’s arm off in an arm wrestling match."
8122,第一式肩倒立深蹲最容易，第十式单腿深蹲最难。,"Step 1, the shoulderstand squat, is the easiest version of the movement; Step 10, the full one-leg squat, is the hardest variation."
8122,几乎人人都能做肩倒立深蹲，即使他的身体很弱。相反，几乎没人能够第一次就完成单腿深蹲，不管他多么健康、多么强壮。,"Almost everybody will be able to do shoulderstand squats straight away, no matter how weak or infirm they are; hardly anybody will be able to do one-leg squats on the first time of asking, no matter how fit or strong they are."
8122,我之所以构建这样的体系，就是为了让健身者做自己的教练，从而在没有器械辅助的情况下，慢慢到达能够做上20-50次单腿深蹲。,"The purpose of this structure is to allow the individual trainee—training alone as his own coach, and with no special equipment—to work his way up gradually to be able to do one-leg squats for sets of twenty to fifty reps."
8123,食道与胃部的相接角度很小，以减轻反胃现象，但是一旦相接处被打开（交角增大），我们就会由于胃食道反流而产生胃部灼热和消化不良。,"The esophagus makes a sharp angle as it enters the stomach to reduce this regurgitation, but if the junction is opened (the angle is reduced), we get burning and indigestion from GERD (gastroesophageal reflux disorder)."
8123,胆囊储存着胆汁，当食物团通过胃部的时候，胆汁就会分泌到小肠里。,"The gallbladder stores bile, which can be secreted into the small bowel once the food bolus has passed through the stomach."
8123,有时，储存的胆汁会硬化，形成胆结石，人会感觉很疼。,The stored bile can harden and form painful gallstones.
8124,食物经过胃部后，就来到了小肠，与绿色的胆汁混合在一起。胆汁是由肝脏产生的液态物质，能够包裹乳化脂肪。,"After the stomach, food moves into the small intestine and mixes with green bile --the liquid material made by the liver that surrounds and emulsifies the fat you gobbled down at last night's movie."
8124,胆汁工作的情况像肥皂分解油溃一样，这种绿色的液体令脂肪溶解在水中，便于人体更有效地消化食物。,Bile works the way soap dissolves grease; this green fluid makes fat soluble in water so you can digest food more efficiently.
8124,胆囊储存着人体的胆汁，当食物从胃里涌到小肠处时，胆囊就喷出胆汁。,The gallbladder stores your bodys bile so it can be squirted as a bolus when food comes gushing around the corner from the stomach.
8125,高脂饮食会导致胆囊收缩，更增加了结石带来的痛苦。,"Fatty meals, which cause your gallbladder to contract, can increase the pain from your existing stones."
8125,这里有一个方法可以检验自己的腹痛是否是由胆结石引起的。,So there's a way that you can actually test yourself to see if your belly pain is caused by gallstones.
8125,去快餐店吃少量高脂饮食，比如一两块肯德基原味炸鸡（不错，这是惟一一次医生向你推荐这种食品）。,"Go out and eat a small amount of a highly fatty fast-food meal, like a piece or two of original Kentucky Fried Chicken (yes, this is the only time you hear us recommend that)."
8125,如果你吃起来不觉得腹痛，可能没有胆结石；如果吃的时候感觉腹痛，这就可能是胆结石的信号，你就得去看看消化科大夫怎么说了。,"If you can eat it without pain, you likely don't have gallbladder disease.If you have pain when you're eating it, that's a probable sign of gallbladder disease, and you'll need to see a gallbladder surgeon."
8126,此外，大的动作幅度会使肱骨扭转，并刺激肩袖，但练习倒立撑时不会这样。,"In addition, very deep motions—which would twist the humerus and irritate the rotator cuff—are impossible during handstand pushups."
8126,倒立撑就如同反过来的肩部推举，但是在头部接触地板后身体就不能再下降了。,You can’t lower yourself until the floor is on your shoulders—the inverted equivalent of a shoulder press—for the simple reason that the head gets in the way.
8126,此外，倒立撑中手掌平放的姿势比杠铃抓握的姿势更安全，平放的手掌可以均匀分布压力，从而以健康和谐的方式强化前臂（对俯卧撑也是如此）。,"Plus, the flat hand position is safer than the barbell grip; the flat hands distribute pressure evenly, allowing the forearms to strengthen in a healthy, harmonious way."
8126,推举时抓握杠铃，会引起前臂和肘部出现类似网球肘的问题。,Gripping the bar during presses is what causes forearm and elbow problems like tennis elbow.(This is as true for the standard pushup as it is for the handstand variety.)
8126,只要方式正确，倒立撑相当安全。,Handstand pushups—done properly—are incredibly safe.
8127,蹬腿会给关节带来不必要的压力，造成一种很有力量的错觉，动作也容易走形。,"Kipping puts unnecessary stress on the joints, gives a false sense of strength and encourages sloppy form."
8127,因此，初学者在做引体向上时千万不要蹬腿，应该坚持标准的姿势——经2秒钟拉起身体，暂停1秒钟，再经2秒钟放低身体，再暂停1秒钟。,"For that reason, it should never be used by beginners, who should stick with perfect form—two seconds up, a one second pause then two seconds down, followed by another one second pause."
8127,记住，千万不要用惯性。,No momentum should be used.
8128,"如果需要治疗，通常是用促性腺性类固醇激素治疗，每天5~20μg,治疗几个月。最常用的是每天0.3~0.6 mg复合雌性激素或乙基雌二醇。","If therapy is needed, it is usually with gonadal steroid horm ones, often 0 .3—o.6mg daily conjugated equine oestrogens or ethinyl oestradiol,5 —20 μg daily for several months."
8128,"如果治疗需要延长，可以慎重使用醋酸甲孕丽（medroxyprogesterone acetate),每月 10~14天，每天10mg,来诱导月经周期。","If prolonged therapy is necessary, the addition of medroxyprogesterone acetate 10 mg daily for 10 —14 days of each month to induce menstrual periods is prudent."
8128,后者极少用于体质性的发育延迟的女孩，但是必须用于低促性腺激素性功能低下症（hypogonadotrophic hypogonadism)的女孩（见后)。,"The latter is rarely necessary for girls with constitutional delay, but is required for those with hypogonadotrophic hypogonadism (see below)."
8129,我们也以较哲学性的讨论科学与求知的方法 ，提出从事研究的另类方式。,We also present alternative approaches for doing research relative to a more philosophical discussion of science and ways of knowing.
8129,尤其是 ，我们探讨使用质性研究、实地研究，与以内省的方法做为回答研究问题的策略。而非依赖传统的科学典范架构做为研究问题探讨的唯一方法。,"In particular, we address qualitative research, the use of field studies, and methods of introspection as strategies for answering research questions instead of relying on the traditional scientific paradigm as the only approach to research problems."
8130,但是接下来发生的事情我并没有预料到。,But what happened to me next was unexpected.
8130,在麦肯齐的CFE讲座视 频中，他否定了长久以来训练长距离跑步的定律，例如，保持高跑量、 注重长距离训练和配合周期训练。,"I continued watching MacKenzie’s CFE lecture videos as he ticked through the long-held tenets of distance running, such as doing high mileage, focusing on long runs, and incorporating periodization."
