id,zh,en
6069,因此，战后几十年的去殖民化并没有为贫穷国家带来真正的独立和解放，因为它们被牢固地绑缚在他们注定会输掉的资本主义体系之中。,"Thus the de-colonisation of the post-war decades did not lead to the true independence and emancipation of poor countries, since they were tied up with a global capitalist system in which they were bound to lose out."
6070,事实上，依附训练与独立训练是一个统一体的两个极端，特殊处境可以分享二者的各种要素。,"In actuality, dependence and independence training represent extremes along a continuum, and actual situations may partake of elements of both."
6070,例如，在寻食社会中，儿童养育实践结合二者的各种要素。,"In food-foraging societies, for example, child-rearing practices combine elements of both."
6070,"“分享一切”是日常的秩序,因此竞争行为被劝阻，因为它可能与所有其他人所依赖的合作相抵触。","""Share and share alike is the order of the day, so competitive behavior, which can interfere with the cooperation all else depends on, is discouraged."
6070,由此，婴儿从成人那里获得许多积极的、充满深情的照料，同时得到长期的口头满足。,"Thus, infants receive much positive, affectionate attention from adults, along with prolonged oral gratification."
6070,这种情况，以及由于顺从的较低压力和不太强调竞争，与在现代工业和后工业社会中经常出现的情况相比，鼓励个人有更多的相互支持和帮助。,"This, as well as low pressure for compliance and a lack of emphasis on competition, encourages individuals to be more supportive of one another than is often the case in modern industrial societies."
6071,从一开始，这位历史学家的天真的语调就是我们踌躇的理由。,From the outset the historian's innocent tone gives reason to pause.
6071,他的资料(“农民本身的直接证言”）何以能够保持不受权力支配语境(“宗教裁判记录”)的污染？,"How can his data (""the direct testimony of the peasants themselves"") have remained untainted by the context of domination (""the Inquisition Register"")?"
6071,毕竟，审讯者是从他们的证言中提取他们的所谓坦白，而确实不是作为日常生活中的对话而碰巧听到这些被认为是坦白的内容。,"After all, the inquisitor extracted the testimonies as confessions; he did not overhear them as conversations in everyday life."
6071,究竟是什么可以使历史学家有动机把资料与这些资料得以捜集的手段区分开来呢？,What could motivate the historian to separate the data from the instrument through which they were collected?
6072,和功能主义方法不同的是，列维-斯特劳斯结构主义分析的问题在于，神话和神话的含义被从日常生活中剥离出来。,"In contrast to the functionalist approach, the major problem in Lévi-Straussian structural analysis is that myth and its meaning become decontextualized from everyday life."
6072,现实手段中的神话变成了一个单独的科学专门知识的话题。,What myth in reality means becomes a topic for scientific specialist knowledge alone.
6072,神话中表述性的角色和对话被忽略掉了，包括神话那些与社会价值、政治、生活影响力、以及（当地人的）心理状态有关的方面也被忽略了。,"The performative role and dialogics of myth narration are neglected, as are its aspects that pertain to social value, the political, the life of affect, and the (indigenous) philosophical."
6072,列维-斯特劳斯这种独特的科学研究方法，使得真理等同于物理学家对物质现实设定的原理。,"Because of Lévi-Strauss’s particular scientific project, truth equates with the physical scientist’s postulates of material reality."
6072,它重新界定了认知的客观性，而不是讲演、情感、或者价值观念的客观性，这些他认为超出了科学分析的范围（Levi-Strauss 1981）；与奥弗林（Overing 1985a）和里维特（Leavitt 1996）的观点形成对比。,"It also recognizes the objective reality of cognition, but not of speech, the emotions, or the world of values, which he states to be beyond the ken of scientific analysis (Lévi-Strauss 1981); contrast Overing 1985a; Leavitt 1996."
6073,从更普遍的意义上说，瓦尼特村中或村外共同使用的行为方式，可以说是具有多重分类体系，而不是单一的或者相同称谓的类別。,"More generally, the forms of behaviour in common use in Wanet village and beyond could be said to amount to polythetic categories rather than anything singular or common denominational."
6073,虽然人们日常在现场可以采用许多行为形式，甚至认为其中某些对自己有特殊意义，但是并不存在一个统一的标准可以决定这些形式的含义。,While there are many forms of behaviour which people routinely employ in the locale—even regard as special to them in the locale—there are no standard definitions of what these forms mean.
6073,更恰当的说法是，运用是个体性的，与特定的关系有关，并且在特定的关系中进行表述。,"Rather, usage is individual, and connected to and expressed within particular relationships."
6074,要界定这两个群体，以“少数”对“多数”来理解可能会相称一些。,"To speak in terms of ""minority"" versus ""majority"" implies some symmetry in what defines both groups."
6074,如果我们诉诸西欧的“多元文化主义”，这种对称性就不存在，也不可能存在。,"This symmetry does not exist, and cannot exist if we refer to ""multiculturalism"" in Western Europe."
6074,当谈到原生的和外来的身份时，绝对不可能用同样的知识工具，这不仅仅是因为各种文化之间关系的难点多变，还因为“文化”属性在移民的过程中经历着深刻的变化。,"One definitively cannot use the same intellectual tools when speaking of pristine identities and imported identities, not only because the problematic of relations between various cultures changes, but also because the very nature of the ""cultures"" undergoes a deep evolution in the immigration process"
6075,回顾诸如此类的研究，很清楚，人格、儿童养育习俗与文化的其他各个方面有着必然的相互关系。,"From studies such as those reviewed here, it is clear that personality, child-rearing practices, and other aspects of culture are interrelated in a nonrandom way."
6075,怀廷和柴尔徳认为，一个社会的儿童养育习俗的根源在于有关食物、居处和防卫的基本习惯，而一个社会的儿童养育习俗反过来造就特定类型的成人人格。,"Whiting and Child argued that the child-rearing practices of a society originate in bassic customs surrounding nourishment, shelter, and protection and that these child-rearing practices in turn produce particular kinds of adult personalities."
6075,困难在于，这种相关并不证明原因和结果。,The trouble is that correlations do not prove cause and effect.
6075,"我们还是要面对这一客观事实，即不管它看起来多么合乎逻辑,这种因果链仍是未加证明的假设。","We still are left with the fact, however logical it may seem, such a causal chain remains an unproven hypothesis."
6076,这些二分法的一个潜在的假设观点是：认为现代工业社会是独特的，并且在其他所有社会中是杰出的，通过比较，它被描写为“或多或少是同样的”。,"An underlying assumption of this kind of dichotomy is the view that modern industrial society is unique and stands out in relation to all other societies, which, by comparison, are depicted as ""more or less the same""."
6076,显然，这些二分法作为描写工具是不充分的。,"Obviously, these dichotomies are inadequate as descriptive devices."
6076,首先，传统社会不是“都一样”的——古老的印度王国和北非的乡村社会实际上只有很少共同点。,"First, traditional societies are not ""all the same"" – the ancient kingdoms of India and pastoral societies of North Africa indeed have little in common."
6076,其次，对于现代社会来说，也是如此。,"Second, this holds for modern societies as well."
6076,比如，日本、美国和法国之间就有着重要的差异。,"There are important differences between, say, Japan, the United States and France."
6077,如果这一思考模式的确具有普遍性，会出现什么情况呢？,"If such patterns of thought are indeed universal, why might that be?"
6077,一些人可能会认为，人脑的结构，它的左右半球，应该对引起这一两重性和其他泛人类的思考模式负责。,"Some would suggest that the structure of the human brain, with its left and right hemispheres, is responsible for generating this dualism and other panhuman pattern of thought."
6077,不管答案可能是什么，有一种含义却是可以看得很清楚的。,"What ever the answer, one implication is clear."
6077,与深受现代英美传统影响的多数社会科学家欢迎的这一对人类行为的解释相对比，普遍主义者更倾向于另一种观点。,"In contrast to the kind of explanation of human behavior favored by most social scientists of the modern Anglo-American tradition, universalists would favor another viewpoint."
6078,埃德蒙•利奇爵士是个行为古怪的知识分子，他最终成为核心人物，并激励着他那个时代年轻的人类学家。,Sir Edmund Leach was an intellectual eccentric who eventually became both an establishment figure and an inspiration to young anthropologists of his day.
6078,在接受工程师培养之后，利奇追随雷蒙德•弗思爵士学习，并先后在斯里兰卡（Leach 1961a)、缅甸（例如Leach 1954)及其他地区做田野调查。,"After training as an engineer, he studied under Sir Raymond Firth and did fieldwork in Sri Lanka (Leach 1961a), Burma (e.g., 1954), and elsewhere."
6078,人们通常认为，他是最早转而攻击功能主义的英国人类学家之一，并将法国结构主义介绍给英国人类学界。,He is usually thought of as one who turned against functionalism at an early date and introduced French structuralism into British anthropology.
6079,弗思和（他的老师）马林诺夫斯基似乎在模仿中世纪学者的综合性论文（summa），一种根植于作者自身的、高度结构化和整合性的描述，在这种描述中，“自我”不被视为一个单一的科学观察者，而是进行参与和观察，并从多方位和不断变化的立场进行书写的多面统一体。,"What Firth and Malinowski (his teacher) seem to be after is a kind of summa, a highly textured, totalizing picture anchored in themselves, where ""self"" is understood not as a monolithic scientist-observer, but as a multifaceted entity who participates, observes, and writes from multiple, constantly shifting positions."
6079,这个多才多艺的传奇式主体具有这么强的反思能力，因而能够吸收和传达整个文化的丰富性。,"Such are the reflective capacities of this versatile, larger-than-life subject that it can absorb and transmit the richness of a whole culture."
6079,弗思和马林诺夫斯基关于他们的民族志事业所传达的那种固执的乐观主义也扎根于这一主体中。,In this subject is also anchored the heady optimism both Firth and Malinowski convey about the ethnographic enterprise.
6079,在这些“科学民族志”（马林诺夫斯基是如此对其命名的）创始人的著作中，言说的主体其实根本不是那个消泯了自我的、被动的科学话语主体，这一事实是个极大的反讽。,"There is a significant irony in the fact that the speaking subject in the work of these founders of ""scientific ethnography,"" as Malinowski called it, is anything but the self-effaced, passive subject of scientific discourse."
6080,另一方面，奥本海默（Oppenheimer 1989）把讽刺意识归于特定的文学形式。,"Oppenheimer (1989), meanwhile, attaches an ironic consciousness to certain literary forms."
6080,反讽出现在苏格拉底的对话中，然后也出现于古罗马时期的诗歌中，可是后来在长达七个世纪的中世纪黑暗时代（the Dark Ages）中，它消失了。,"Irony was present in Socratic dialogue, then, and also in the poetics of Classical Rome but thereafter, through some seven centuries of the Dark Ages, it disappeared."
6080,只是随着12世纪罗马的十四行诗的兴起，反讽才逐渐得以复兴。,
6080,,Only with the rise of the sonnet in a twelfth-century Rome was there an ironic renaissance.
6081,当维克多·特纳借用韦伯关于惯例和卡里斯玛（charisma）之间的辩证关系来阐述一个普遍的结构与反结构的理论，其实在本质上也是涉及同一个矛盾。,"While Victor Turner’s adaptation of the Weberian dialectic of routine versus charisma into a universalizing theory of structure versus anti-structure, turned, essentially, on the same tension."
6081,特纳说，象征性的行为建构起社会，社会作为一个过程包含各个方面的结构和反结构。,"Symbolic behaviour constituted society, Turner elaborated, and society as a process involved the uniting of structure and anti-structure in variable proportions."
6081,"而且反结构要优先于结构，更具有创造性，结构则同时保持对称性并且会卷入到不断捍卫个体真正的忠诚的斗争中（1974: 231-69,1982a: 96-129）。","Moreover, it was the anti-structural which was prior to and creative of the structural, while remaining antithetical in character and embroiled in a continual struggle for individuals’ true loyalty (1974:231–69, 1982a:96–129)."
6082,在群体内发生的交换一般采取泛化互惠或平衡互惠的形当交换在两个群体之间进行时，就可能有敌对和竞争的倾向。,"Exchanges that occur within a group of people gen­erally take the form of generalized or balanced rec­iprocity.When they occur between two groups, at least a potential for hostility and competition is apt to exist."
6082,因此，这类交换可能采取消极互惠的形式，除非人们做好某种安排，确保交换大致接近于平衡。,"Therefore, such exchanges may well take the form of negative reciprocity, unless some sort of arrangement has been made to ensure at least an approach to balance."
6082,物物交换是消极互惠的一种形式，通过这种交换，一个群体的稀缺物品与另一个群体的合意物品相交换。,"Barter is one form of negative reciprocity, involving the exchange of scarce items from one group for desirable goods from another group."
6082,交换时要计算相对价值，尽管双方外表上满不在乎，与一个群体内部交换更加平衡的性质相比，精明的交易更是惯例。,"Relative value is calculated, and despite an outward show of indifference, sharp trading is more the rule, when compared to the more balanced nature of exchanges within a group."
6083,这些灵魂比男神和女神更接近人类，并且更加关注人类的活动。,These spirit beings are closer to humans than gods and goddesses and are intimately concerned with human activities.
6083,泛灵信仰在那些把自己视为自然一部分而非高于自然的民族中，是很常见的。,Animism is typical of peoples who see themselves as a part of nature rather than as superior to it.
6083,对袓先之灵的信仰基于这样一种观念：人是由身体和灵魂组成的。,A belief in ancestral spirits is based on the idea that human beings are made up of a body and soul.
6083,人死的时候，灵魂脱离了肉体，并继续参与人间的事务。,At death the spirit is freed from the body and continues to participate in human affairs.
6083,在那些以继嗣为基础，并以祖先为取向的群体中，对袓先之灵的信仰特别常见泛生信仰与泛灵信仰可能在同一种文化中存在。,Belief in ancestral spirits is particularly characteristic of descent- based groups with their associated ancestral orientation.Animatism may be found with animism in the same culture.
6083,泛生信仰是指向成功结果的力或力量，这种力量可以体现在任何物体之中。,Animatism is a force or power directed to a successful outcome and may make itself manifest in any object.
6084,上述洞察可以大致总结为“方法论的个体上义”。,"The above insights may be pulled together under the approximate title of ""methodological individualism""."
6084,就像波普尔 (Popper 1966:91—8)主张的，这种解释避免了对集体术语（从“时代思潮”到“国家”、“民族”、“社会群体”、“制度结构”、“利益分割”或“劳动”，或“权力的不对称”）的滥用，而更偏爱描述性的、个体主义的术语。,"Here, as Popper advocates (1966:91–8), is explanation which avoids a vulgar use of collective, impersonal terms (from ""Zeitgeist"" to ""state"", ""nation"", ""social group"", ""institutional structure"", ""division of interest"" or ""labour"", or ""asymmetry of power"") in favour of explanation in more descriptive, individualistic terms."
6084,这并不否认阶级、性別、角色和地位等观念的针对性，而是说这些观念的意义和效果必须来自它们被建构进互动情景的方式，正是互动个体对这些观念的应用为他们建构了社会生活——这些应用远不是强制的、均匀的或统一的（参见：Blumer 1972: 185—7)。,"This does not deny the pertinence of notions of class or gender, role or status etc., but says that the meaning and effect of these latter must be derived from how they are constructed in situations of interaction.For it is use of these notions by interacting individuals which affords them social life—use which may be very far from consensual, homogeneous or uniform (cf. Blumer 1972:185–7)."
6085,不幸的是，在上中层阶级白人和黑人中有一种普遍的感觉:这种方言在某种程度上是不够标准或有缺陷的，它不是标准语言。,"Unfortunately, a widespread perception among upper- and middle-class Whites and Blacks alike is that this dialect is somehow substandard or defective, which it is not."
6085,语言学的基本原则是，对有声望的方言加以选择——既然如此，我们可以称“标准英语”是与“黑人语”相对的——是由偶然的语言外的力量决定的，而且不取决于方言本身的间接功效。,"A basic principle of linguistics is that the selection of a prestige dialect in this case, what we may call Standard English as opposed to Ebonics—is determined by accidental extralinguistic forces and is not dependent on indirect virtues of the dialects themselves."
6085,事实上，“美国黑人方言英语”是具有高级结构的语言模式，能够表达说该语言的人想要表达的任何东四，（如在“闲聊”中）经常以极富创造性的方式表达事情。,"In fact, African American Vernacular English is a highly structured mode of speech, capable of expressing anything its speakers care to express, often in extremely creative ways (as in ""rapping"")."
6086,这种类型学有意义吗？,Do typologies of this kind make sense?
6086,它们当然过于简单化，而且如今留下的“纯粹的”形式已经很少了。,"They are certainly simplistic, and today there are scarcely any ""pure"" forms left."
6086,但是，这样一种细目分类却有助于提供一份理想模型的清单，可以揭示生产科技、生存模式、社会和文化的其他方面之间的相互关系。,"However, such a breakdown may nonetheless be useful in providing a list of ideal types which reveals the interrelationship between production technology, mode of subsistence and other aspects of culture and society."
6086,后面的几章将讨论口头和书写宗教之间、机械的和“具体的”时间之间，以及不同的思维模式之间的关系。,"Later chapters discuss the relationship between oral and written religions, between mechanical and ""concrete"" time and between different modes of thought."
6086,如果大家一致同意人类学出现在工业社会而不是放牧者之类的其他社会中不完全是一种偶然的话，我们就需要在不同类型的社会之间做出明确区分，从而理解人类的多样性是如何通过各种不同但并非毫无关联的方式进行自我表达的。,"If it can be agreed that it was not a complete coincidence that anthropology emerged in industrial society and not in a pastoralist society, for example, we need to make clear distinctions between kinds of societies to understand how the diversity of humanity expresses itself in different, but not unconnected ways."
6087,对非预期结果的设定是一种手段。由此，民族志作者就能将分析推进到超越起初田野工作的地点之外，用文化的、在结构上相应的术语对宏大体系（传统上被认为是柚象结构）进行再现。,"The postulate of unintended consequences is a means by which an ethnographer can push analysis beyond the locale of primary fieldwork to representations of the macro-system (conventionally conceived as abstract structures) in cultural, structurally contingent terms."
6087,威利斯充分运用了这一策略，诺尔-塞蒂娜将这一策略视为（第213页见脚注①）将宏观视角带回到微观视角下的、生产力主导一切的当前状况的一种模式。,"Willis makes full use of this move, which Knorr-Cetina discusses (see footnote 6) as one of the modes of bringing macro perspectives back into the current reign of productivity in micro perspectives."
6087,实际上《学会劳动》的主旨就在于讨论那些小伙子在学校形成的对抗文化的非预期结果：作为学校里阶级冲突的讽刺性结果，他们如何系统地使自己丧失获得中产阶级工作的资格；在不存在强制的情况下，年轻人如何将自己埋葬在工场车间。,"In fact, the central argument of the book is the one about the unintended consequences of the lads' oppositional culture formed at school: how they systematically disqualify themselves from middle class jobs as the ironic effect of class conflict in the schools; how, without coercion, youths funnel themselves onto the shop floor."
6088,纳米比亚人类学家罗伯特˙戈登以下述方式说到这一点：“社会学家或政治学家可能就花瓣而考察花朵的花瓣之美，而人类学家则站在山顶上，俯视田野之美。换言之，我们尝试并赞成较宽广的视角。”当民族志学家参与不熟悉的文化时，不是盲目地瞎闯，而是谋取个别知情人任何活动。,"Robert Gordon, an anthropologist from Namibia, speaks of it in this way: ""Whereas the sociologist or the political scientist might examine the beauty of a flower petal by petal, the anthropologist is the person that stands on the top of the mountain and looks at the beauty of the field. In other words, we try and go for the wider perspective.""  When participating in unfamiliar cultures, ethnographers do not just blunder about blindly but enlist the assistance of individual informants."
6088,就如儿童从其父母那里学会正确行为那样，知情人有助于人类学家在田野中理解先前陌生文化中的“奥秘”。,"These are members of the society the anthropologist as ethnographer is working in, who she or he develops close relationships with and who help interpret whatever activities are occurring.As a child learns proper behavior from its parents, so do informants help the anthropologist in the field unravel the ""mysteries"" of what is, at first, a strange culture."
6089,在复杂的外部环境下，许多民主危机更加恶化了，新国家中的经济问题受大萧条的影响更严重了，如匈牙利极度的通货膨胀。20世纪30年代晚期，只剩捷克还是民主的国家。,"Many of the crises of democracy were made worse by difficult external circumstances.Economic problems in the new states, leading for example to hyperinflation in Hungary, were exacerbated by the effects of the depression.By the late 1930s, only Czechoslovakia remained democratic."
6089,20世纪60年代之后，许多殖民时代之后的国家都出现了类似的问题即指望非殖民化能带来新的民主秩序，但这往往会令人失望。,Comparable problems arose in many post-colonial states from the 1960s onwards.Hopes that decolonisation would lead to a new democratic order were often disappointed.
6090,几年之内，整形外科在富裕的西方社会变得非常流行，常被看做是改变身份的企图，而人们通常认为身份和性别（也就是年龄）一样至关重要和绝对。和性别一样，对于社会分层和分类来说，年龄也是一个普遍准则。,"Plastic surgery, which in the space of a few years has become very widespread in the affluent Western societies, can frequently be seen as an attempt to change an identity which is usually perceived as no less imperative and absolute than gender, namely age.Like gender, age is a universal principle for social differentiation and classification."
6090,年龄是一个无法避免和无法逆转的生物过程，但是，和性别一样，在某种程度上，年龄也是由社会建构的。,"Ageing is an inevitable and irreversible biological process but, like gender, age is to some extent socially constructed."
6090,在许多社会，不论是什么性别，人老了以后，他或她的等级就上升了。,"In many societies a perso's rank rises as he or she becomes older, regardless of gender."
6091,分类就是把人、事物、概念、关系、力量等划分到不同类别中；人可能是所有生物中最独特的一个，把自己的分类体系施加在环境中的物质现实上，并且依赖这种认知过程所产生的稳定环境进行生活。,"Classification is the activity of assigning people, things, concepts, relationships, forces and so on, to different categories; human beings are perhaps unique among animals for the extent to which they manipulate the physical realities of their environs in terms of the categories they impose upon them—and for the extent to which they depend upon such creative cognitive manipulations for the procuring of a stable environment in which to live."
6091,分类对我们人类思考和认识这个世界、了解自己的生活空间以及其中的活动来说至关重要。,"Classification is essential to our human ability to think about and know the world, and to think about and know our own place and that of our activities within it."
6091,我们将世界进行分类，既会赋予我们力量去行动和认知，同时也会限制我们，因为我们所能知道的、参与的、认知的、想要的、承认是有序的以及为之奋斗的，都由我们所采用的分类框架预先设定了。,"At the same time as our classifying the world empowers us to act and to know, however, it also limits us, because what we can know, what we anticipate, and recognize, and intend, and regard as orderly and work towards, are all in a way pre-given by classificatory schemata which we are employing."
6092,但是追溯欧洲的非殖民化进程，就可以看到，只有一部分分离主义运动获得了成功，从而建立起新的国家，新加坡、孟加拉和厄立特里亚就是其代表。,"Following European decolonisation, only a few such secessionist movements have managed to create new states: Singapore, Bangladesh and Eritrea are leading examples."
6092,实际上，分离常常遭到强烈反对。,
6092,,There is a strong presumption against secession.
6092,非洲国家的政府反对改变殖民时代之后关于国家和边界的安排，尽管这些都是人为的东西，但它们害怕允许分离会开不稳定的先河。,"African governments have been opposed to changes in their post-colonial arrangement of states and frontiers, however artificial these may be, because they understandably fear that permitting secession would set a destabilising precedent."
6093,全球化作为进化论者和后现代人类学家共同提出的主题，人类学家无论在田野调查和参加会议时都会遇到。它已经成为一个普遍而及时的关注点。,"As a theme promoted by both evolutionist and postmodernist anthropology as well as a topic visible to anthropologists whenever they do fieldwork or even attend conferences, globalization is a popular and timely concern."
6093,具有讽刺意味的是，在理论术语中它或许很容易会被视为与最落伍的理论观点传播论相等同。,"The irony is that in theoretical terms it might as easily be seen as most akin to the least trendy of all theoretical perspectives, diffusionism."
6094,然而，在妇女做大量生产性工作的社会中，一夫多妻制可作为一种手段，为家户增添财富。,"Yet in societies where women do most of the productive work, polygyny may serve as a means of generating wealth for a household."
6094,尽管在特定社会极少数婚姻是一夫多妻的，但人们也认为它是恰当的婚姻形式，在世界大多数社会，它甚至还是人们优先选择的婚姻形式。,"Although few marriages in a given society may be polygynous, it is regarded as an appropriate, and even preferred, form of marriage in the majority of the world's societies."
6094,因为有剩余男子的社区不多，所以一妻多夫制，即妇女有几个丈夫的习俗是不常见的。,"Since few communities have a surplus of men, polyandry, or the custom of a woman having several husbands, is uncommon."
6094,几个男人与几个女人相互有性接触权的群婚也是罕见的。,"Also rare is group marriage, in which several men and several women have sexual access to one another."
6094,夫兄弟婚通过规定寡妇与她已故丈夫的兄弟结婚来为妇女提供保障，妻姐妹婚规定鳏夫与他已故妻子的姐妹结婚。,The levirate ensures the security of a woman by providing that a widow marry her husband's brother; the sororate provides that a widower marry his wife's sister.
6095,后一半青春的转型平行于前一半；在西班牙镇咖啡馆消磨时光，“第一个成长（13）的巢”（13 =大麻），吸气体麻醉剂，喝磨香葡萄酒.被警察塞壬中的哭夫人追赶，涂鸦（花衣墨西哥“未来艺术家”）。,"The second half parallels the first in the transformations of youth: hanging out at Spanish Town Cafe, the ""first grown - up (13) hangoul "" (13 = marijuana), sniffing gas, drinking muscatel, chased by the llorona of police sirens, paintin g graffiti (pachuco ""could-be artists"")."
6095,西班牙街区已经不在了，但“你仍然活着，我心灵中孤独的单人囚室的俘虏”。,"The barrio is gone , but ""You live on, captive in the lonely cell blocks of my mind."""
6095,献给克利弗的这首诗一个一个提到美国的奇卡诺区的名字。,"The poem, dedicated to Cleaver, names Chicano barrios across the States."
6095,诗的描述是有力的控，但诗歌带来的是力量：“你使我远离癫狂的饥饿的嘴”，提供了“身份……归属感”，这“对于成年时监禁的日子如此关键',"The poem's description is a powerful indictment, but the poem's result is strength: ""you keep me away from INSANITY'S hungry jaws,"" providing ""identity...a sense of belonging,"" which is ""so essential to adult days of imprisonment."""
6096,要强调社会或文化的一统，就会忽略多样性；要强调稳定性，就会忽略变动。,To emphasize the unity of the society or the culture is to ignore the diversity; to emphasize constancy is to ignore change.
6096,为了简化或概括主要特征，强调这些重点是有必要的，但是人类学家已经发现，与此同时也很有必要增加其他方法，以更好地应对多样性和变动性。,"These characteristic emphases are necessary in order to simplify and summarize major features, but anthropologists have found it necessary to add other approaches better able to cope with diversity and change."
6096,其中一种这样的方法就是源出于功能主义的个案研究，另一种方法则是源出于结构主义的符号分析。,"One such approach is the case study method, growing out of functionalism, and the other, symbolic analysis, growing out of configurationalism."
6097,句法涉及一些原则，短语和句子根据这些原则构成。,Syntax refers to the principles phrases and sentences are built with.
6097,语言的完整形式结构构成语言的语法，它由关于语言的词素和句法的所有观察资料组成。,"The entire formal structure of a language, consisting of all observations about its morphemes and syntax, constitutes its grammar."
6097,人类语言根植于我们从灵长目动物祖先继承来的姿势一呼叫系统。姿势一呼叫系统起到“为”言语“定基调”的作用，为解释语言形式提供合适的框架。,"Human language is embedded in a gesture-call system inherited from our primate ancestors that serves to ""key"" speech, providing the appropriate frame for interpreting linguistic form."
6097,这一系统的姿势成分由用来传递信息的身体运动组成；把这些身体运动做成标记并记录下来的系统叫作声势学。,The gestural component of this system consists of body motions used to convey messages; the system of notating and recording these motions is known as kinesics.
